"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.654228210449","98.1132125854492","100.213737487793","103.142601013184","101.402397155762","97.2413787841797","96.1139221191406","96.7975234985352","104.0625","97.9275970458984","99.1279067993164","98.2942428588867","99.731330871582","112.145751953125","","","","","","","","",
"Africa Eastern and Southern","AFE","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","2.22176003456116","2.34345006942749","2.37588000297546","2.64944005012512","2.6251699924469","2.77596998214722","3.19226002693176","3.81068992614746","4.14918994903564","","","7.84074020385742","6.47227001190186","","7.70783996582031","8.09358024597168","7.95657014846802","","8.59936046600342","","","10.4253997802734","","8.34158039093018","9.16950988769531","11.1152296066284","","","","","","0","","6.39336013793945","5.94272994995117","9.00685977935791","14.8404998779297","15.3268203735352","22.5338096618652","28.5836791992188","33.3026809692383","36.6359596252441","38.1079406738281","37.8484916687012","37.3329887390137","36.7518501281738","37.3025283813477","38.6025390625","39.9984016418457","","",
"Africa Western and Central","AFW","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","","5.1029200553894","5.70465993881226","","","","","","","","","","6.32712984085083","5.76631021499634","","","","","","","","","","","","","","","9.50012969970703","9.26871013641357","11.0544099807739","12.1629695892334","13.6029596328735","","","","","","18.4825496673584","19.6090602874756","21.2644596099854","20.7206993103027","","","","","39.741828918457","","","","",
"Albania","ALB","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","","","","","","","80.7887802124023","","82.1063995361328","84.1684188842773","84.9184036254883","85.6845932006836","82.4207992553711","79.0576324462891","79.1618423461914","81.0394973754883","83.8770217895508","84.0446929931641","85.0221099853516","85.2602996826172","85.9329223632813","86.9542007446289","78.189697265625","72.203498840332","69.4953079223633","68.4665679931641","67.7879867553711","68.4628677368164","","70.1662368774414","69.8489303588867","71.5549926757813","","","73.4050064086914","76.5058364868164","78.1449966430664","81.8708877563477","84.0772018432617","87.1030807495117","88.3554763793945","89.3991394042969","91.1126403808594","94.1986618041992","94.7868881225586","95.1226577758789","94.2385711669922","94.7128982543945","95.7046508789063","95.6599273681641","95.3323669433594",
"Andorra","AND","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","","15.4860801696777","16.3942108154297","13.5600900650024","21.4538993835449","27.8287506103516","47.3958282470703","","","","","","","52.090160369873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","18.1143608093262","18.2021999359131","18.6912307739258","19.5686206817627","20.5079002380371","21.6413307189941","23.3019199371338","25.201789855957","26.8796901702881","28.3942794799805","29.5775699615479","30.6839504241943","32.3557586669922","33.7577896118164","35.211971282959","36.8711013793945","38.8245582580566","40.2200698852539","41.0782508850098","42.054759979248","45.2508506774902","45.8558692932129","45.4827919006348","46.4523391723633","48.4196701049805","49.0606918334961","49.1920204162598","50.8007698059082","52.7144203186035","54.7099189758301","56.2478981018066","57.8508186340332","59.3038482666016","61.2870216369629","62.959358215332","63.222038269043","63.1675415039063","62.2257881164551","62.5016212463379","63.8847007751465","64.8992691040039","67.3417510986328","68.2847595214844","67.1155319213867","67.7779006958008","68.762451171875","68.7322311401367","69.1978073120117","70.0085220336914","70.6423568725586","",
"United Arab Emirates","ARE","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","","","","13.6021795272827","16.0369205474854","19.2502498626709","26.0056896209717","29.3746204376221","33.00830078125","37.0848503112793","43.6681098937988","49.6939506530762","54.6464309692383","57.4060516357422","60.990650177002","63.9740409851074","65.8048324584961","62.431468963623","62.2589416503906","63.8890991210938","66.6819610595703","71.0055923461914","73.4936370849609","76.6199417114258","81.0939483642578","83.9635620117188","","83.2556381225586","84.1495208740234","","","","","","","","","","","","","","","","","","93.3265228271484","100.396217346191","","101.479217529297","104.001007080078",
"Argentina","ARG","School enrollment, secondary, female (% gross)","SE.SEC.ENRR.FE","","","","","","","","","","","47.7495803833008","48.3870887756348","49.5613784790039","52.1010818481445","54.8459281921387","56.7114295959473","58.3696517944336","58.7178916931152","58.8972702026367","58.6033592224121","59.8115081787109","61.3053016662598","61.9877510070801","61.5359191894531","68.0078201293945","73.5379333496094","72.83251953125","71.8103408813477","72.5076217651367","","","","","","","","82.5439071655273","78.3423767089844","83.1227188110352","95.3454132080078","98.2887115478516","99.3284301757813","98.3592910766602","97.8013000488281","98.0483169555664","96.8009872436523","96.384147644043","96.9386215209961","98.7242431640625","101.948081970215","104.154479980469","106.61547088623","107.977142333984","108.98023223877","109.598106384277","110.158409118652","110.919868469238","111.033462524414","109.94921875","110.406852722168","",
